id,cagegory
10355,4
10356,9
10357,2
10358,6
10359,5
10360,8
10361,8
10362,3
10363,8
10364,10
10365,5
10366,3
10367,10
10368,6
10369,3
10370,7
10371,5
10372,3
10373,5
10374,7
10375,10
10376,10
10377,10
10378,10
10379,7
10380,3
10381,6
10382,5
10383,4
10384,10
10385,10
10386,5
10387,8
10388,8
10389,8
10390,8
10391,2
10392,9
10393,6
10394,10
10395,8
10396,1
10397,4
10398,7
10399,7
10400,6
10401,6
10402,10
10403,3
10404,2
10405,1
10406,6
10407,10
10408,10
10409,8
10410,5
10411,10
10412,6
10413,10
10414,9
10415,7
10416,5
10417,9
10418,8
10419,8
10420,8
10421,9
10422,1
10423,10
10424,9
10425,10
10426,8
10427,2
10428,6
10429,8
10430,9
10431,9
10432,7
10433,8
10434,7
10435,7
10436,5
10437,9
10438,10
10439,8
10440,10
10441,1
10442,9
10443,10
10444,10
10445,8
10446,3
10447,5
10448,1
10449,5
10450,7
10451,10
10452,7
10453,8
10454,2
10455,6
10456,2
10457,10
10458,4
10459,8
10460,4
10461,6
10462,8
10463,1
10464,9
10465,7
10466,9
10467,5
10468,8
10469,10
10470,8
10471,6
10472,5
10473,7
10474,7
10475,7
10476,10
10477,7
10478,8
10479,9
10480,5
10481,6
10482,10
10483,3
10484,9
10485,4
10486,9
10487,4
10488,2
10489,6
10490,8
10491,8
10492,5
10493,5
10494,8
10495,5
10496,10
10497,9
10498,6
10499,9
10500,8
10501,9
10502,5
10503,10
10504,8
10505,4
10506,8
10507,3
10508,8
10509,10
10510,8
10511,1
10512,9
10513,9
10514,10
10515,9
10516,5
10517,7
10518,7
10519,1
10520,6
10521,4
10522,4
10523,10
10524,7
10525,10
10526,2
10527,3
10528,9
10529,8
10530,4
10531,10
10532,8
10533,5
10534,9
10535,5
10536,9
10537,2
10538,2
10539,5
10540,3
10541,1
10542,9
10543,9
10544,6
10545,4
10546,7
10547,8
10548,5
10549,3
10550,3
10551,2
10552,5
10553,8
10554,10
10555,3
10556,10
10557,7
10558,5
10559,10
10560,4
10561,10
10562,5
10563,10
10564,9
10565,5
10566,7
10567,7
10568,10
10569,6
10570,10
10571,3
10572,5
10573,1
10574,2
10575,9
10576,8
10577,10
10578,1
10579,9
10580,8
10581,9
10582,10
10583,6
10584,7
10585,5
10586,10
10587,6
10588,4
10589,5
10590,8
10591,9
10592,8
10593,9
10594,9
10595,8
10596,5
10597,3
10598,5
10599,5
10600,8
10601,10
10602,7
10603,10
10604,9
10605,4
10606,10
10607,3
10608,5
10609,10
10610,10
10611,7
10612,9
10613,9
10614,10
10615,7
10616,9
10617,9
10618,5
10619,10
10620,5
10621,7
10622,6
10623,7
10624,8
10625,6
10626,8
10627,10
10628,9
10629,9
10630,9
10631,10
10632,8
10633,10
10634,2
10635,9
10636,7
10637,10
10638,7
10639,4
10640,6
10641,5
10642,2
10643,10
10644,7
10645,4
10646,8
10647,5
10648,8
10649,2
10650,5
10651,10
10652,10
10653,8
10654,9
10655,5
10656,7
10657,6
10658,10
10659,1
10660,6
10661,8
10662,8
10663,5
10664,9
10665,9
10666,5
10667,8
10668,8
10669,9
10670,4
10671,4
10672,7
10673,2
10674,2
10675,10
10676,5
10677,9
10678,8
10679,8
10680,5
10681,4
10682,5
10683,3
10684,5
10685,7
10686,7
10687,10
10688,10
10689,8
10690,10
10691,10
10692,10
10693,9
10694,9
10695,9
10696,9
10697,8
10698,10
10699,3
10700,9
10701,7
10702,10
10703,1
10704,2
10705,6
10706,7
10707,2
10708,3
10709,10
10710,5
10711,7
10712,5
10713,4
10714,3
10715,8
10716,10
10717,5
10718,8
10719,9
10720,10
10721,6
10722,7
10723,5
10724,10
10725,9
10726,5
10727,8
10728,8
10729,9
10730,9
10731,10
10732,5
10733,9
10734,8
10735,10
10736,3
10737,1
10738,3
10739,10
10740,8
10741,10
10742,10
10743,8
10744,9
10745,3
10746,7
10747,9
10748,4
10749,7
10750,8
10751,10
10752,7
10753,8
10754,4
10755,3
10756,6
10757,5
10758,2
10759,9
10760,2
10761,5
10762,6
10763,5
10764,1
10765,10
10766,5
10767,3
10768,7
10769,7
10770,7
10771,9
10772,2
10773,7
10774,7
10775,7
10776,10
10777,7
10778,4
10779,8
10780,9
10781,10
10782,4
10783,5
10784,5
10785,7
10786,10
10787,7
10788,4
10789,9
10790,2
10791,8
10792,6
10793,10
10794,7
10795,9
10796,4
10797,8
10798,6
10799,5
10800,9
10801,5
10802,5
10803,9
10804,10
10805,4
10806,1
10807,2
10808,10
10809,8
10810,7
10811,7
10812,10
10813,5
10814,3
10815,10
10816,6
10817,9
10818,9
10819,6
10820,5
10821,9
10822,6
10823,10
10824,7
10825,2
10826,8
10827,7
10828,8
10829,6
10830,5
10831,2
10832,8
10833,8
10834,9
10835,5
10836,8
10837,6
10838,6
10839,5
10840,10
10841,3
10842,10
10843,10
10844,5
10845,10
10846,10
10847,8
10848,3
10849,9
10850,10
10851,8
10852,8
10853,7
10854,9
10855,1
10856,6
10857,5
10858,5
10859,10
10860,4
10861,8
10862,9
10863,5
10864,3
10865,6
10866,9
10867,8
10868,8
10869,8
10870,10
10871,6
10872,7
10873,10
10874,10
10875,2
10876,6
10877,10
10878,5
10879,2
10880,2
10881,10
10882,9
10883,7
10884,4
10885,9
10886,9
10887,4
10888,2
10889,9
10890,10
10891,5
10892,10
10893,1
10894,8
10895,8
10896,10
10897,9
10898,5
10899,10
10900,5
10901,10
10902,9
10903,8
10904,5
10905,2
10906,8
10907,8
10908,7
10909,8
10910,9
10911,3
10912,9
10913,2
10914,3
10915,9
10916,4
10917,9
10918,10
10919,8
10920,8
10921,10
10922,10
10923,2
10924,9
10925,10
10926,7
10927,10
10928,3
10929,4
10930,4
10931,9
10932,9
10933,7
10934,1
10935,9
10936,4
10937,6
10938,8
10939,5
10940,10
10941,4
10942,10
10943,10
10944,7
10945,5
10946,10
10947,8
10948,7
10949,6
10950,9
10951,4
10952,8
10953,7
10954,7
10955,6
10956,5
10957,6
10958,1
10959,10
10960,8
10961,6
10962,2
10963,5
10964,10
10965,10
10966,5
10967,8
10968,9
10969,5
10970,9
10971,10
10972,2
10973,5
10974,4
10975,2
10976,2
10977,9
10978,7
10979,1
10980,6
10981,5
10982,9
10983,8
10984,10
10985,5
10986,7
10987,10
10988,5
10989,6
10990,6
10991,1
10992,8
10993,6
10994,5
10995,9
10996,5
10997,10
10998,4
10999,5
11000,9
