id,cagegory
10303,9
10304,10
10305,1
10306,9
10307,7
10308,4
10309,6
10310,2
10311,1
10312,10
10313,5
10314,6
10315,2
10316,7
10317,10
10318,5
10319,4
10320,9
10321,7
10322,1
10323,2
10324,6
10325,6
10326,9
10327,9
10328,6
10329,10
10330,4
10331,1
10332,4
10333,6
10334,10
10335,6
10336,9
10337,10
10338,2
10339,10
10340,1
10341,5
10342,5
10343,10
10344,3
10345,2
10346,2
10347,2
10348,8
10349,3
10350,10
10351,1
10352,9
10353,4
10354,8
10355,1
10356,1
10357,7
10358,10
10359,3
10360,7
10361,3
10362,5
10363,4
10364,4
10365,9
10366,4
10367,2
10368,2
10369,2
10370,6
10371,7
10372,7
10373,4
10374,7
10375,6
10376,8
10377,8
10378,7
10379,2
10380,2
10381,10
10382,3
10383,10
10384,10
10385,2
10386,10
10387,1
10388,1
10389,10
10390,10
10391,4
10392,7
10393,8
10394,5
10395,10
10396,10
10397,6
10398,10
10399,10
10400,7
10401,8
10402,4
10403,2
10404,5
10405,6
10406,10
10407,2
10408,7
10409,3
10410,2
10411,6
10412,4
10413,6
10414,5
10415,1
10416,4
10417,10
10418,7
10419,5
10420,8
10421,5
10422,10
10423,10
10424,8
10425,6
10426,5
10427,1
10428,2
10429,10
10430,3
10431,1
10432,1
10433,2
10434,4
10435,8
10436,8
10437,9
10438,1
10439,1
10440,5
10441,3
10442,4
10443,8
10444,3
10445,4
10446,6
10447,4
10448,1
10449,8
10450,1
10451,4
10452,9
10453,4
10454,8
10455,1
10456,6
10457,6
10458,4
10459,3
10460,1
10461,2
10462,4
10463,9
10464,10
10465,10
10466,4
10467,7
10468,4
10469,10
10470,2
10471,8
10472,8
10473,7
10474,8
10475,8
10476,9
10477,4
10478,10
10479,3
10480,8
10481,10
10482,5
10483,9
10484,1
10485,6
10486,9
10487,5
10488,6
10489,10
10490,7
10491,6
10492,3
10493,3
10494,1
10495,2
10496,7
10497,7
10498,6
10499,9
10500,9
10501,5
10502,5
10503,2
10504,3
10505,4
10506,7
10507,8
10508,6
10509,9
10510,8
10511,2
10512,2
10513,5
10514,7
10515,9
10516,8
10517,4
10518,1
10519,8
10520,5
10521,2
10522,3
10523,4
10524,6
10525,10
10526,8
10527,7
10528,3
10529,4
10530,3
10531,1
10532,10
10533,4
10534,3
10535,10
10536,1
10537,1
10538,5
10539,9
10540,9
10541,9
10542,8
10543,2
10544,9
10545,5
10546,8
10547,3
10548,6
10549,2
10550,6
10551,1
10552,10
10553,1
10554,6
10555,10
10556,6
10557,9
10558,2
10559,3
10560,8
10561,7
10562,7
10563,6
10564,6
10565,8
10566,5
10567,7
10568,2
10569,3
10570,9
10571,3
10572,5
10573,8
10574,1
10575,9
10576,10
10577,10
10578,5
10579,6
10580,3
10581,9
10582,9
10583,6
10584,6
10585,2
10586,10
10587,6
10588,5
10589,3
10590,2
10591,10
10592,10
10593,7
10594,4
10595,7
10596,2
10597,9
10598,10
10599,7
10600,9
10601,2
10602,8
10603,5
10604,10
10605,6
10606,8
10607,9
10608,8
10609,9
10610,9
10611,7
10612,6
10613,1
10614,8
10615,1
10616,8
10617,1
10618,6
10619,8
10620,7
10621,1
10622,10
10623,3
10624,7
10625,9
10626,6
10627,6
10628,1
10629,9
10630,4
10631,6
10632,5
10633,4
10634,2
10635,8
10636,5
10637,2
10638,6
10639,7
10640,7
10641,3
10642,9
10643,5
10644,6
10645,10
10646,10
10647,2
10648,6
10649,10
10650,5
10651,6
10652,2
10653,9
10654,7
10655,5
10656,7
10657,5
10658,8
10659,4
10660,9
10661,5
10662,3
10663,2
10664,6
10665,8
10666,1
10667,7
10668,10
10669,9
10670,4
10671,3
10672,1
10673,7
10674,8
10675,8
10676,8
10677,4
10678,4
10679,1
10680,6
10681,10
10682,4
10683,6
10684,4
10685,5
10686,6
10687,6
10688,4
10689,1
10690,4
10691,5
10692,6
10693,3
10694,2
10695,9
10696,8
10697,5
10698,10
10699,5
10700,10
10701,7
10702,3
10703,10
10704,1
10705,3
10706,8
10707,7
10708,3
10709,7
10710,6
10711,5
10712,2
10713,6
10714,10
10715,5
10716,7
10717,2
10718,8
10719,2
10720,1
10721,1
10722,5
10723,3
10724,2
10725,8
10726,9
10727,1
10728,9
10729,10
10730,4
10731,10
10732,2
10733,5
10734,5
10735,1
10736,2
10737,3
10738,2
10739,6
10740,8
10741,9
10742,2
10743,9
10744,5
10745,4
10746,5
10747,9
10748,2
10749,3
10750,8
10751,8
10752,10
10753,10
10754,9
10755,9
10756,6
10757,10
10758,4
10759,7
10760,2
10761,9
10762,10
10763,4
10764,8
10765,6
10766,1
10767,3
10768,10
10769,10
10770,10
10771,9
10772,1
10773,3
10774,5
10775,8
10776,5
10777,4
10778,1
10779,6
10780,5
10781,5
10782,2
10783,2
10784,1
10785,10
10786,5
10787,7
10788,4
10789,6
10790,8
10791,6
10792,5
10793,9
10794,2
10795,9
10796,3
10797,6
10798,3
10799,1
10800,8
10801,3
10802,2
10803,3
10804,6
10805,7
10806,8
10807,6
10808,3
10809,4
10810,2
10811,1
10812,10
10813,1
10814,7
10815,6
10816,4
10817,5
10818,1
10819,6
10820,1
10821,7
10822,10
10823,8
10824,8
10825,7
10826,2
10827,10
10828,6
10829,3
10830,5
10831,2
10832,10
10833,3
10834,3
10835,9
10836,6
10837,6
10838,2
10839,10
10840,3
10841,8
10842,6
10843,4
10844,9
10845,8
10846,10
10847,1
10848,1
10849,2
10850,9
10851,7
10852,5
10853,5
10854,9
10855,6
10856,7
10857,2
10858,2
10859,6
10860,5
10861,10
10862,9
10863,3
10864,3
10865,5
10866,5
10867,4
10868,5
10869,8
10870,6
10871,4
10872,6
10873,7
10874,4
10875,6
10876,8
10877,1
10878,6
10879,10
10880,9
10881,9
10882,2
10883,5
10884,3
10885,10
10886,4
10887,8
10888,6
10889,10
10890,6
10891,3
10892,3
10893,10
10894,8
10895,10
10896,1
10897,7
10898,5
10899,10
10900,6
10901,6
10902,6
10903,7
10904,9
10905,3
10906,10
10907,5
10908,2
10909,9
10910,2
10911,10
10912,8
10913,10
10914,5
10915,6
10916,2
10917,8
10918,2
10919,5
10920,5
10921,9
10922,7
10923,6
10924,9
10925,10
10926,7
10927,3
10928,6
10929,10
10930,1
10931,8
10932,9
10933,6
10934,7
10935,9
10936,7
10937,5
10938,9
10939,4
10940,9
10941,9
10942,2
10943,1
10944,5
10945,10
10946,4
10947,6
10948,3
10949,2
10950,4
10951,5
10952,5
10953,6
10954,10
10955,7
10956,2
10957,9
10958,1
10959,3
10960,10
10961,2
10962,2
10963,5
10964,9
10965,3
10966,4
10967,8
10968,1
10969,4
10970,6
10971,2
10972,6
10973,1
10974,6
10975,10
10976,7
10977,6
10978,5
10979,10
10980,10
10981,5
10982,3
10983,2
10984,7
10985,1
10986,7
10987,5
10988,4
10989,3
10990,5
10991,7
10992,8
10993,10
10994,6
10995,2
10996,3
10997,6
10998,10
10999,8
11000,2
