"uid","Employer","JobLocation","RankorTitle","Specialty","Deadline","DatePosted","ApplicationStatus","OpenUntilFilled","JobSubLocation","lon","lat"
692,"Lionbridge","USA","Computational Linguists","Computational Linguistics;Chinese, Mandarin;Japanese;Chinese, Yue ",2015-03-31,2015-02-06,FALSE,TRUE,"California",-116.3801841,43.7040142
693,"Acapela Group, Sweden","Sweden","Consultant Norwegian linguist","Computational Linguistics;Morphology;Phonetics;Phonology; Syntax;Norwegian Bokmål",2015-03-31,2015-02-06,FALSE,FALSE,"Stockholm",18.0685808,59.3293235
694,"Western Michigan University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Spanish",2015-07-01,2015-02-05,FALSE,TRUE,"Michigan",-85.6152186,42.2831778
695,"Leiden University","Netherlands","Post Doc ","Phonology;Syntax",2015-02-28,2015-02-05,FALSE,FALSE,"Leiden",4.4668217,52.1689214
696,"iSoftstone","USA","Linguist Specialist","Computational Linguistics;Translation",2015-02-28,2015-02-03,FALSE,TRUE,"Washington",-77.0368707,38.9071923
697,"iSoftstone","USA","Consultant Linguist Specialist","Computational Linguistics;Translation",2015-02-28,2015-02-03,FALSE,TRUE,"Washington",-77.0368707,38.9071923
698,"iSoftstone","USA","Manager Linguist Specialist","Computational Linguistics;Translation",2015-02-28,2015-02-03,FALSE,TRUE,"Washington",-77.0368707,38.9071923
699,"Northern Arizona University","USA","Lecturer ","Applied Linguistics;English",2015-02-22,2015-02-03,FALSE,TRUE,"Arizona",-114.3412464,34.4974836
700,"University of Puerto Rico at Rio Piedras","Puerto Rico","Assistant Professor ","Applied Linguistics;German",2015-02-01,2015-01-30,FALSE,TRUE,"San Juan",-66.1041922,18.412921
701,"Idaho State University","USA","Lecturer ","Applied Linguistics;English",2015-03-27,2015-01-30,FALSE,FALSE,"Idaho",-114.7104206,42.9239369
702,"Rochester Institute of Technology","USA","Instructor ","Applied Linguistics;American Sign Language;English",2015-12-31,2015-01-30,FALSE,TRUE,"New York",-77.6737734,43.0800758
703,"Macquarie University","Australia","Lecturer ","General Linguistics",2015-03-01,2015-01-30,FALSE,FALSE,"Sydney, New South Wales",151.1131306,-33.7756994
704,"German Research Center for Artificial Intelligence (DFKI)","Germany","Scientist Science and Research Manager","Computational Linguistics",2015-02-15,2015-01-28,FALSE,TRUE,"Saarland",7.0229607,49.3964234
705,"German Research Center for Artificial Intelligence (DFKI)","Germany","Manager Science and Research Manager","Computational Linguistics",2015-02-15,2015-01-28,FALSE,TRUE,"Saarland",7.0229607,49.3964234
706,"Australian National University","Australia","Assistant Professor ","Applied Linguistics",2015-02-22,2015-01-28,FALSE,FALSE,"Canberra",149.1286843,-35.2819998
707,"HITS gGmbH","Germany","Post Doc ","Computational Linguistics",2015-02-20,2015-01-28,FALSE,TRUE,"Heidelberg",8.6724335,49.3987524
708,"Adecco UK","United Kingdom","Language Engineer","Computational Linguistics;Tagalog;Pilipino",2016-01-22,2015-01-24,FALSE,TRUE,"London",-0.11812,51.5135992
709,"Université libre de Bruxelles","Belgium","Post Doc ","Pragmatics;Psycholinguistics;Cognitive Science;French ",2015-06-30,2015-01-24,FALSE,TRUE,"Brussels",4.3822731,50.8120562
710,"Central Intelligence Agency","USA","Translator ","Translation;Arabic, Standard;Chinese, Mandarin;Korean; Persian, Iranian;Dari;Russian;Somali; Pashto",2015-02-23,2015-01-24,FALSE,FALSE,"District of Columbia",-77.0368707,38.9071923
711,"Adecco UK","United Kingdom","Speech Data Evaluator","Computational Linguistics;Phonetics;Phonology;English; Slovak",2016-01-22,2015-01-24,FALSE,TRUE,"London",-0.11812,51.5135992
712,"Adecco UK","United Kingdom","Language Engineer","Computational Linguistics;Tagalog;Pilipino",2016-01-22,2015-01-24,FALSE,TRUE,"London",-0.11812,51.5135992
713,"Adecco UK","United Kingdom","Manager Speech Linguistic Project Manager","Computational Linguistics;Phonetics;Phonology;English ",2016-01-22,2015-01-24,FALSE,TRUE,"London",-0.11812,51.5135992
714,"Adecco UK","United Kingdom","Manager Speech Linguistic Project Manager","Computational Linguistics;Phonetics;Phonology;English ",2016-01-22,2015-01-24,FALSE,TRUE,"London",-0.11812,51.5135992
715,"Nanyang Technological University, Singapore","Singapore","Assistant Professor ","Phonetics",2015-03-31,2015-01-24,FALSE,FALSE,"Singapore",103.8677444,1.3553794
716,"Northwestern University","USA","Post Doc ","Phonetics;Psycholinguistics",2015-03-30,2015-01-24,FALSE,FALSE,"Illinois",-97.7140117,30.2660497
717,"Adecco UK","United Kingdom","Speech Data Evaluator","Computational Linguistics;Phonetics;Phonology;English; Finnish;Greek, Modern",2015-02-22,2015-01-24,FALSE,FALSE,"London",-0.11812,51.5135992
718,"Truman State University","USA","Assistant Professor ","Applied Linguistics;English",2015-03-06,2015-01-23,FALSE,TRUE,"Missouri",-91.8318334,37.9642529
719,"Lionbridge","United Kingdom","Manager Linguistic Project Manager","Computational Linguistics;Phonetics;Phonology;Finnish; Greek, Modern;Slovak",2015-02-18,2015-01-23,FALSE,FALSE,"London",-1.1555513,53.9746036
720,"University of Tuebingen","Germany","Researcher ","Computational Linguistics;Semantics",2015-02-27,2015-01-23,FALSE,FALSE,"Tuebingen",9.0576448,48.5216364
721,"University of Tuebingen","Germany","Post Doc ","Computational Linguistics;Semantics",2015-02-27,2015-01-23,FALSE,FALSE,"Tuebingen",9.0576448,48.5216364
722,"AECOM","Jordan","Translator ","Translation;Dari;Arabic",2015-02-21,2015-01-23,FALSE,TRUE,NA,17.0665942,-22.5842972
723,"University of Arizona","USA","Full Professor ","Applied Linguistics;Spanish",2015-04-21,2015-01-23,FALSE,TRUE,"Arizona",-82.4530718,28.067177
724,"University of Arizona","USA","Associate Professor ","Applied Linguistics;Spanish",2015-04-21,2015-01-23,FALSE,TRUE,"Arizona",-82.4530718,28.067177
725,"University of Arizona","USA","Assistant Professor ","Applied Linguistics;Spanish",2015-04-21,2015-01-23,FALSE,TRUE,"Arizona",-82.4530718,28.067177
726,"University of South Florida - Tampa, FL","USA","Instructor ","Applied Linguistics;Japanese",2015-03-20,2015-01-23,FALSE,FALSE,"Florida",-82.4593395,28.0665864
727,"University of Petra","Jordan","Asst/Assoc Professor ","General Linguistics",2015-05-15,2015-01-21,FALSE,TRUE,"Amman",35.9456951,31.9565783
728,"University of Petra","Jordan","Assistant Professor ","General Linguistics",2015-05-15,2015-01-21,FALSE,TRUE,"Amman",35.9456951,31.9565783
729,"University of Petra","Jordan","Associate Professor ","General Linguistics",2015-05-15,2015-01-21,FALSE,TRUE,"Amman",35.9456951,31.9565783
730,"University of Fribourg","Switzerland","50% Oberassistenz im Studienprogramm DaF/DaZ","Applied Linguistics;German",2015-03-16,2015-01-21,FALSE,TRUE,"Fribourg",7.1619719,46.8064773
731,"Leapforce, Inc.","Indonesia","Search Engine Evaluator","General Linguistics;English;Indonesian",2015-02-28,2015-01-21,FALSE,TRUE,"Jakarta",106.845599,-6.2087634
732,"NYU Abu Dhabi Neuroscience of Language Lab","United Arab Emirates","Post Doc ","Neurolinguistics",2015-05-31,2015-01-18,FALSE,TRUE,"Abu Dhabi",54.6972774,24.2991738
733,"University of York, York, UK","United Kingdom","Post Doc ","Phonetics;Forensic Linguistics",2015-02-06,2015-01-18,FALSE,FALSE,"York",-1.115077,53.929798
734,"Lionbridge","----------------","Linguistic Expert","Computational Linguistics;General Linguistics;Danish;Norwegian Bokmål; Swedish",2015-02-28,2015-01-18,FALSE,FALSE,NA,-116.3801841,43.7040142
735,"Appen, LLC","----------------","Consultant Theoretical Linguist","Semantics;Syntax;Arabic, Standard;Czech; Danish;Dutch;Finnish;Norwegian Nynorsk; Norwegian Bokmål;Polish;Swedish;Thai; Turkish;Ukrainian;Vietnamese",2015-10-01,2015-01-18,FALSE,TRUE,NA,14.332644,40.901975
736,"University of California, Riverside","USA","Assistant Professor ","General Linguistics;Ling & Literature",2015-05-31,2015-01-18,FALSE,TRUE,"California",-117.3310404,34.0138733
737,"North Orange County Community College District","USA","Instructor ","Applied Linguistics;German",2015-03-11,2015-01-18,FALSE,FALSE,"California",-117.9455359,33.8500136
738,"Middlebury Institute of International Studies at Monterey","USA","Instructor ","Applied Linguistics;Arabic, Standard;Chinese, Mandarin;French; Russian;Spanish",2015-12-31,2015-01-18,FALSE,TRUE,"California",-119.4179324,36.778261
739,"University of York, York, UK","United Kingdom","Researcher ","Phonetics;Forensic Linguistics",2015-02-06,2015-01-18,FALSE,FALSE,"York",-1.115077,53.929798
740,"NYU/NYU Abu Dhabi Neuroscience of Language Lab","USA","Research Assistant","Neurolinguistics",2015-05-31,2015-01-18,FALSE,TRUE,"New York",-74.0059413,40.7127837
741,"Voxygen","France","Researcher Linguist","Computational Linguistics;General Linguistics;Dutch;Portuguese ",2015-03-31,2015-01-18,FALSE,TRUE,"Rennes",-1.6777926,48.117266
742,"Lionbridge","USA","Linguistic Expert","Computational Linguistics;General Linguistics;Dutch;German; Italian;Spanish;Swedish",2015-02-16,2015-01-16,FALSE,FALSE,"California",-116.3801841,43.7040142
743,"Lionbridge","United Kingdom","Linguistic Expert/Speech Analyst","Computational Linguistics;General Linguistics;Phonetics;Finnish; Greek, Modern;Slovak",2015-02-28,2015-01-16,FALSE,FALSE,"London",-1.1555513,53.9746036
744,"Amazon.com / IVONA Software","United Kingdom","Mandarin Chinese Linguist","Phonetics;Phonology;Chinese, Mandarin",2015-05-31,2015-01-15,FALSE,TRUE,"Cambridge",0.121817,52.205337
745,"Ivona Software / Amazon.com","Poland","Scientist ","Phonetics;Phonology;Japanese",2015-05-31,2015-01-15,FALSE,TRUE,"Gdansk (Poland) (preferred) or Cambridge (UK)",0.121817,52.205337
746,"Goethe University, Frankfurt, Germany","Germany","Post Doc ","General Linguistics",2015-02-28,2015-01-14,FALSE,FALSE,"Frankfurt am Main",8.6289571,50.1734745
747,"University of Puerto Rico at Mayaguez","Puerto Rico","Assistant Professor ","Phonetics;Psycholinguistics;Neurolinguistics;Language Acquisition; Spanish",2015-02-16,2015-01-14,FALSE,TRUE,"Mayaguez",-66.1041922,18.412921
748,"Universitat Pompeu Fabra","Spain","Lecturer ","Applied Linguistics;German",2015-02-19,2015-01-13,FALSE,FALSE,"Barcelona",2.1820656,41.3881254
749,"Michigan State University","USA","Chair of Department ","General Linguistics",2015-07-12,2015-01-13,FALSE,FALSE,"Michigan",-83.0511744,42.332507
750,"University of Gothenburg","Sweden","Post Doc Post Doctoral Researcher","Computational Linguistics",2015-02-17,2015-01-13,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
751,"University of Gothenburg","Sweden","Lecturer Senior Lecturer","Computational Linguistics",2015-02-17,2015-01-13,FALSE,FALSE,"Gothenburg",11.9853213,57.6954209
752,"University of Cologne","Germany","Full Professor ","Computational Linguistics;Text/Corpus Linguistics",2015-02-18,2015-01-13,FALSE,FALSE,"Cologne",6.060226,50.778044
753,"Georgia Southern University","USA","Assistant Professor ","Applied Linguistics",2015-02-09,2015-01-13,FALSE,FALSE,"Georgia",-84.5710409,33.624511
754,"EF Education","China","Manager ","Applied Linguistics",2015-04-30,2015-01-13,FALSE,TRUE,"Shanghai",121.473701,31.230416
755,"University of Tromsø","Norway","Assistant Professor ","Applied Linguistics;General Linguistics;Finnish;Finnish, Kven ",2015-01-29,2015-01-09,FALSE,FALSE,"Tromsø",18.9734082,69.6828664
756,"The University of Michigan-Flint","USA","Asst/Assoc Professor ","Applied Linguistics;General Linguistics;French;Spanish ",2015-06-12,2015-01-09,FALSE,TRUE,"Michigan",-87.4398527,46.2788337
757,"North Orange County Community College District","USA","Instructor ","Applied Linguistics;French",2015-03-11,2015-01-09,FALSE,FALSE,"California",-117.9455359,33.8500136
758,"University of Chicago","USA","Managing Director, ESL","Applied Linguistics;Language Acquisition",2015-07-06,2015-01-07,FALSE,FALSE,"Illinois",-82.3924269,28.0282578
759,"Google","USA","Linguistic Data Evaluator","Semantics;Syntax;English",NA,2015-01-07,NA,FALSE,"California",-80.0449356,33.0653068
760,"School of Education, Boston University","USA","Associate Professor Clinical Associate Professor","Applied Linguistics;Language Acquisition",2015-03-28,2015-01-07,FALSE,TRUE,"Massachusetts",-71.1107301,42.3518484
761,"Queensborough Community College","USA","Assistant Professor ","Applied Linguistics",2015-02-08,2015-01-07,FALSE,FALSE,"New York",-74.0059413,40.7127837
762,"University of Chicago","USA","Manager Managing Director, ESL","Applied Linguistics;Language Acquisition",2015-07-06,2015-01-07,FALSE,FALSE,"Illinois",-82.3924269,28.0282578
763,"Vital Text Systems","USA","Researcher Sr. Computational Linguistics Programmer","Computational Linguistics",2015-06-25,2015-01-06,FALSE,FALSE,"Maine",-69.4454689,45.253783
764,"Queen's University","Canada","Assistant Professor ","Morphology;Syntax",2015-02-02,2015-01-06,FALSE,FALSE,"Kingston, Ontario",-52.7305585,47.5773383
765,"Vital Text Systems","USA","Programmer Sr. Computational Linguistics Programmer","Computational Linguistics",2015-06-25,2015-01-06,FALSE,FALSE,"Maine",-69.4454689,45.253783
766,"Vital Text Systems","USA","Manager Sr. Computational Linguistics Programmer","Computational Linguistics",2015-06-25,2015-01-06,FALSE,FALSE,"Maine",-69.4454689,45.253783
767,"Vital Text Systems","USA","Rank Open Sr. Computational Linguistics Programmer","Computational Linguistics",2015-06-25,2015-01-06,FALSE,FALSE,"Maine",-69.4454689,45.253783
768,"CUNY Graduate Center","----------------","Associate Professor ","Semantics;Syntax",2015-06-30,2015-01-03,FALSE,TRUE,NA,-73.984007,40.7486485
769,"CUNY Graduate Center","----------------","Assistant Professor ","Semantics;Syntax",2015-06-30,2015-01-03,FALSE,TRUE,NA,-73.984007,40.7486485
770,"CUNY Graduate Center","----------------","Asst/Assoc Professor ","Semantics;Syntax",2015-06-30,2015-01-03,FALSE,TRUE,NA,-73.984007,40.7486485
771,"Victor Valley College","USA","Associate Faculty","Applied Linguistics;Spanish",2016-01-01,2015-01-01,FALSE,TRUE,"California",-117.259303,34.473636
772,"Victor Valley College","USA","Associate Faculty","Applied Linguistics;French",2015-08-01,2015-01-01,FALSE,TRUE,"California",-117.259303,34.473636
773,"Contra Costa Community College District","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Japanese",2015-02-25,2014-12-30,FALSE,FALSE,"California",-119.4179324,36.778261
774,"SOAS, University of London","United Kingdom","Lecturer ","General Linguistics;Pragmatics;Semantics",2015-01-30,2014-12-30,FALSE,FALSE,"London",-0.128734,51.522162
775,"Google, Inc.","USA","Analytic Linguistic Project Manager","Computational Linguistics;Arabic, Egyptian",2015-06-22,2014-12-30,FALSE,TRUE,"Select State",-104.9834234,39.9224702
776,"City University of Hong Kong","Hong Kong","Professor ","Applied Linguistics;English",2015-04-30,2014-12-30,FALSE,TRUE,NA,114.1720025,22.3374868
777,"City University of Hong Kong","Hong Kong","Associate Professor ","Applied Linguistics;English",2015-04-30,2014-12-30,FALSE,TRUE,NA,114.1720025,22.3374868
778,"University of Alberta","Canada","Post Doc ","Computational Linguistics;Language Documentation",2015-01-26,2014-12-30,FALSE,TRUE,"Edmonton, Alberta",-79.432773,43.677718
779,"Google, Inc.","USA","Junior Linguist","Computational Linguistics;General Linguistics;Arabic, Egyptian",2015-06-22,2014-12-30,FALSE,TRUE,"New York",-104.9834234,39.9224702
780,"Institut für Deutsche Sprache and University of Heidelberg","Germany","","Computational Linguistics;General Linguistics;Language Documentation;Text/Corpus Linguistics; German",2015-01-31,2014-12-30,FALSE,TRUE,"Mannheim",8.6724335,49.3987524
781,"Institut für Deutsche Sprache and University of Heidelberg","Germany","Manager ","Computational Linguistics;General Linguistics;Language Documentation;Text/Corpus Linguistics; German",2015-01-31,2014-12-30,FALSE,TRUE,"Mannheim",8.6724335,49.3987524
782,"Institut für Deutsche Sprache and University of Heidelberg","Germany","Post Doc ","Computational Linguistics;General Linguistics;Language Documentation;Text/Corpus Linguistics; German",2015-01-31,2014-12-30,FALSE,TRUE,"Mannheim",8.6724335,49.3987524
783,"Institut für Deutsche Sprache Mannheim and University of Heidelberg","Germany","Researcher ","Computational Linguistics;General Linguistics;Language Documentation;Text/Corpus Linguistics; German",2015-01-31,2014-12-30,FALSE,TRUE,"Mannheim or Heidelberg",8.6724335,49.3987524
784,"Institut für Deutsche Sprache Mannheim and University of Heidelberg","Germany","Post Doc ","Computational Linguistics;General Linguistics;Language Documentation;Text/Corpus Linguistics; German",2015-01-31,2014-12-30,FALSE,TRUE,"Mannheim or Heidelberg",8.6724335,49.3987524
785,"Contra Costa Community College District","USA","Assistant Professor ","Applied Linguistics;English",2015-03-06,2014-12-30,FALSE,FALSE,"California",-119.4179324,36.778261
786,"University of Potsdam","Germany","Post Doc ","Computational Linguistics",2015-01-31,2014-12-20,FALSE,TRUE,"Potsdam",12.96976,52.41323
787,"Leiden University","Netherlands","Lecturer ","Applied Linguistics;Turkish",2015-02-02,2014-12-20,FALSE,FALSE,"Leiden",4.4668217,52.1689214
788,"Indiana University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Japanese",2015-06-30,2014-12-20,FALSE,TRUE,"Indiana",-86.5269373,39.1670467
789,"Uppsala University","Sweden","Teacher Associate Senior Lecturer","General Linguistics",2015-02-08,2014-12-18,FALSE,FALSE,"Uppsala",17.6389267,59.8585638
790,"University of Tübingen","Germany","Instructor ","Applied Linguistics;Portuguese",2015-01-15,2014-12-18,FALSE,FALSE,"Tübingen",9.0576448,48.5216364
791,"Lionbridge","----------------","Linguists","Phonetics;Phonology;Bengali;Khmer, Central; Nepali;Lao;Sinhalese",2015-02-28,2014-12-18,FALSE,FALSE,NA,-116.3801841,43.7040142
792,"Uppsala University","Sweden","Senior Lecturer Associate Senior Lecturer","General Linguistics",2015-02-08,2014-12-18,FALSE,FALSE,"Uppsala",17.6389267,59.8585638
793,"VL247","USA","Instructor ","Applied Linguistics;French;German;Hiligaynon; Japanese;Korean;Khmer, Central;Norwegian Bokmål; Spanish;Swahili;Zulu",2015-06-17,2014-12-18,FALSE,TRUE,"Select State",-95.712891,37.09024
794,"VL247","USA","Teacher ","Applied Linguistics;French;German;Hiligaynon; Japanese;Korean;Khmer, Central;Norwegian Bokmål; Spanish;Swahili;Zulu",2015-06-17,2014-12-18,FALSE,TRUE,"Select State",-95.712891,37.09024
795,"Appen","USA","Consultant Linguist","General Linguistics;German;Portuguese;Spanish ",2015-03-02,2014-12-18,FALSE,FALSE,"California",-85.296524,37.0944422
796,"University of Tübingen","Germany","Lecturer ","Applied Linguistics;Portuguese",2015-01-15,2014-12-18,FALSE,FALSE,"Tübingen",9.0576448,48.5216364
797,"University of Melbourne","Australia","Post Doc Postdoctoral Fellow","Language Documentation;Text/Corpus Linguistics;Language Acquisition",2015-01-26,2014-12-17,FALSE,FALSE,"Melbourne",138.6067375,-34.9073785
798,"Adecco Ltd. (Japan)","Japan","Junior Linguist","Computational Linguistics;General Linguistics;Japanese",2015-06-30,2014-12-16,FALSE,TRUE,"Tokyo",139.7319925,35.7090259
799,"Lionbridge","USA","Computational Linguist","Computational Linguistics;Norwegian Bokmål;Spanish;Swedish ",2015-01-31,2014-12-15,FALSE,FALSE,"California",-116.3801841,43.7040142
800,"HITS gGmbH","Germany","Researcher ","Computational Linguistics;German",2015-01-12,2014-12-15,FALSE,FALSE,"Darmstadt and/or Heidelberg",8.6511929,49.8728253
801,"University of Vienna","Austria","Post Doc ","Syntax",2015-01-31,2014-12-15,FALSE,FALSE,"Vienna",16.3359792,48.2747157
802,"Amazon.com / IVONA Software","United Kingdom","Computational linguist","Computational Linguistics;Phonetics;Phonology;English ",2015-05-31,2014-12-13,FALSE,TRUE,"Cambridge",0.121817,52.205337
803,"Lionbridge","USA","Computational Linguists","Computational Linguistics;French;Norwegian Bokmål;Portuguese; Spanish;Swedish",NA,2014-12-13,FALSE,TRUE,"California",-116.3801841,43.7040142
804,"Lionbridge","Poland","Phonetician","Computational Linguistics;Phonetics;Phonology;Japanese ",2015-01-23,2014-12-13,FALSE,FALSE,"Gdansk",18.6466384,54.3520252
805,"Amazon.com / Ivona Software","Poland","German linguist","Computational Linguistics;Phonetics;Phonology;German ",2015-05-31,2014-12-13,FALSE,TRUE,"Gdansk/Danzig",18.6466384,54.3520252
806,"Swarthmore College","USA","Visiting Professor ","General Linguistics",2015-02-02,2014-12-11,FALSE,FALSE,"Pennsylvania",-90.3479013,38.6669446
807,"Lionbridge","----------------","Computational Linguist","Computational Linguistics;Phonetics;Phonology;Russian ",2015-01-17,2014-12-11,FALSE,FALSE,NA,-116.3801841,43.7040142
808,"Swarthmore College","USA","Assistant Professor ","General Linguistics",2015-02-02,2014-12-11,FALSE,FALSE,"Pennsylvania",-90.3479013,38.6669446
809,"University of Liverpool","United Kingdom","Lecturer ","Applied Linguistics;General Linguistics;English",2015-01-02,2014-12-09,FALSE,FALSE,"Liverpool",-2.7254291,53.7512998
810,"American University of Armenia","Armenia","Asst/Assoc Professor ","Applied Linguistics;English",2015-05-31,2014-12-09,FALSE,TRUE,"Yerevan",44.5051539,40.1921699
811,"Queen's University","Canada","Assistant Professor ","General Linguistics;Phonetics;Phonology",2015-02-02,2014-12-09,FALSE,FALSE,"Kingston, Ontario",-52.7305585,47.5773383
812,"University of Illinois at Urbana-Champaign","USA","Lecturer ","Applied Linguistics;Turkish",2015-02-02,2014-12-09,FALSE,FALSE,"Illinois",-88.2178545,40.0927646
813,"Central Intelligence Agency","USA","Translator ","Translation;Arabic, Standard;Chinese, Mandarin;Korean; Persian, Iranian;Dari;Russian;Somali; Pashto",2015-01-08,2014-12-09,FALSE,TRUE,"District of Columbia",-77.0368707,38.9071923
814,"Ivona Software (Amazon.com)","Poland","","Phonetics;Phonology;Japanese",2014-12-31,2014-12-08,FALSE,TRUE,"Gdansk",18.6466384,54.3520252
815,"University of Oklahoma","USA","Assistant Professor 5-Year Renewable Term Position","Applied Linguistics;Italian;Spanish",2015-01-02,2014-12-07,FALSE,TRUE,"Oklahoma",-97.4432884,35.1924456
816,"German Research Center for Artificial Intelligence (DFKI)","Germany","Software Engineer","Computational Linguistics",2015-01-31,2014-12-06,FALSE,FALSE,"Berlin",13.404954,52.5200066
817,"Georg-August-Universität Göttingen","Germany","Full Professor ","Pragmatics;Semantics",2015-01-09,2014-12-06,FALSE,FALSE,"Göttingen, Lower Saxony",9.9525578,51.5608461
818,"West Chester University of Pennsylvania","USA","Assistant Professor ","Applied Linguistics;English",2015-04-30,2014-12-06,FALSE,TRUE,"Pennsylvania",-75.5271676,39.9667435
819,"University of Illinois at Urbana-Champaign","USA","Instructor ","Applied Linguistics;Swahili",2015-02-02,2014-12-05,FALSE,FALSE,"Illinois",-88.2178545,40.0927646
820,"University of Illinois at Urbana-Champaign","USA","Lecturer ","Applied Linguistics;Swahili",2015-02-02,2014-12-05,FALSE,FALSE,"Illinois",-88.2178545,40.0927646
821,"Donders Institute Radboud University and Max Planck Institute for Psycholinguistics","Netherlands","Researcher ","Neurolinguistics",2015-01-31,2014-12-04,FALSE,FALSE,"Nijmegen",5.8372264,51.8125626
822,"Indiana University - Bloomington","USA","Lecturer ","Applied Linguistics;Hebrew",2015-01-20,2014-12-03,FALSE,TRUE,"Indiana",-86.5269373,39.1670467
823,"German Research Center for Artificial Intelligence (DFKI)","Germany","Researcher ","Computational Linguistics",2015-01-16,2014-12-03,FALSE,FALSE,"Berlin",13.404954,52.5200066
824,"Ntent","USA","Russian Knowledge Worker / Search Quality Engineer","Computational Linguistics;Russian",2015-06-30,2014-12-03,FALSE,TRUE,"California",-109.0955836,39.6213098
825,"Saint Michael's College","USA","Assistant Professor ","Applied Linguistics",2015-06-02,2014-12-03,FALSE,TRUE,"Vermont",-73.162832,44.493452
826,"German Research Center for Artificial Intelligence (DFKI)","Germany","Researcher ","Computational Linguistics;Translation",2015-01-16,2014-12-03,FALSE,FALSE,"Berlin",13.404954,52.5200066
827,"Northeastern Illinois University","USA","Assistant Professor ","General Linguistics",2014-12-15,2014-12-03,FALSE,FALSE,"Illinois",-89.3985283,40.6331249
828,"Simon Fraser University","Canada","Post Doc ","Phonology;Cognitive Science;Mathematical Modeling",2014-12-15,2014-12-03,FALSE,TRUE,"Vancouver, British Columbia",-106.589195,52.124815
829,"University of Tabuk","Saudi Arabia","Rank Open ","Applied Linguistics;General Linguistics;English",2016-06-30,2014-12-02,FALSE,TRUE,"Tabuk",36.5661908,28.3835079
830,"University of Arizona","USA","Post Doc ","Computational Linguistics",2015-08-01,2014-12-01,FALSE,TRUE,"Arizona",-82.4530718,28.067177
831,"University of Arizona","USA","Assistant Professor ","Computational Linguistics",2015-08-01,2014-12-01,FALSE,TRUE,"Arizona",-82.4530718,28.067177
832,"University of Duisburg-Essen","Germany","Post Doc ","Sociolinguistics;German",2014-12-10,2014-12-01,FALSE,FALSE,"Essen",6.7868875,51.4287845
833,"Infogain","USA","Consultant ","Computational Linguistics",NA,2014-11-29,FALSE,TRUE,"California",-119.4179324,36.778261
834,"Chenope","USA","Scientist ","Computational Linguistics",2015-01-30,2014-11-27,FALSE,TRUE,"California",-119.4179324,36.778261
835,"Indiana State University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;English",2015-01-26,2014-11-27,FALSE,FALSE,"Indiana",-86.1300542,39.7074794
836,"Yale University","USA","Post Doc ","Phonology",2015-06-30,2014-11-27,FALSE,TRUE,"Connecticut",-147.8524686,64.84172
837,"National Taiwan University","Taiwan","Rank Open ","Language Acquisition",2015-01-24,2014-11-24,FALSE,FALSE,"Taipei",121.5273658,25.0254571
838,"University of Pittsburgh","USA","Visiting Professor ","Applied Linguistics;General Linguistics",2015-02-20,2014-11-24,FALSE,TRUE,"Pennsylvania",-106.470527,31.785052
839,"Eastern Connecticut State University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Sociolinguistics;Ling & Literature; Anthropological Linguistics;Spanish",2015-01-30,2014-11-24,FALSE,TRUE,"Connecticut",-72.9286877,41.3072866
840,"Intel Corporation","Spain","Rank Open ","Computational Linguistics;General Linguistics;German",2015-05-20,2014-11-21,FALSE,FALSE,"Seville",-5.9844589,37.3890924
841,"Lionbridge","----------------","Linguists & Computational Linguists","Computational Linguistics;General Linguistics;Danish;Norwegian Bokmål ",2015-01-10,2014-11-21,FALSE,FALSE,NA,-116.3801841,43.7040142
842,"Intel Corporation","USA","Rank Open ","Computational Linguistics;General Linguistics;Japanese",2015-05-20,2014-11-21,FALSE,TRUE,"California",-119.4179324,36.778261
843,"Nanyang Technological University","Singapore","Post Doc ","General Linguistics",2015-01-09,2014-11-20,FALSE,FALSE,"Singapore",103.8677444,1.3553794
844,"Syracuse University","USA","Instructor ","Applied Linguistics",2014-12-05,2014-11-20,FALSE,FALSE,"New York",-147.8628983,64.8432475
845,"Michigan State University","USA","Adjunct Professor Fixed Term Instructor/Assistant Professor","Applied Linguistics;Hindi",NA,2014-11-20,NA,FALSE,"Michigan",-83.0511744,42.332507
846,"Treato","USA","Analyst","Discourse Analysis;General Linguistics",2014-12-12,2014-11-19,FALSE,TRUE,"New Jersey",-116.9275335,32.8088602
847,"CNRS - Sorbonne Nouvelle","France","Post Doc ","Phonetics;Phonology;Tachelhit;Berber ",2015-01-01,2014-11-19,FALSE,TRUE,"Paris",2.3522219,48.856614
848,"Northern Illinois University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;French",2014-12-05,2014-11-18,FALSE,TRUE,"Illinois",-82.4526209,28.067824
849,"Utrecht University","Netherlands","Full Professor ","Discourse Analysis;Sociolinguistics",2014-12-01,2014-11-18,FALSE,FALSE,"Utrecht",5.1214201,52.0907374
850,"Marcs Institute, University of Western Sydney","Australia","Post Doc ","Language Acquisition",2014-12-15,2014-11-18,FALSE,FALSE,"Sydney",151.2069902,-33.8674869
